ml_run,feature_set,bio_age_model,n_subjects,subject_gap_mae,subject_gain,subject_closer_to_bio_rate,subject_id
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_huber,bio_age_ei_texture,ridge,873,3.471445041483232,5.804478727130743,0.7949599083619702,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,supplement_ei_morphology,ridge,873,3.4723872875541923,6.947475312674903,0.8361970217640321,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_huber,bio_age_full_image_upper_bound,ridge,873,3.48007067632995,5.795853092284025,0.7972508591065293,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,bio_age_texture_metadata,ridge,873,3.574082777324392,6.116443186784046,0.8201603665521191,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,bio_age_texture_metadata,ridge,873,3.586498966222843,6.12075735298296,0.8247422680412371,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,bio_age_texture,ridge,873,3.6078347558029527,5.860511731405905,0.7995418098510882,SUMMARY_ONLY
run_20260410_175535_ta_healthy_nested_cv_roi_only_masked_cached_ridge,supplement_ei_morphology,ridge,873,3.6659792662884096,6.672618251848283,0.8247422680412371,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,bio_age_ei_texture,ridge,873,3.6857745373378,5.782571949871058,0.7869415807560137,SUMMARY_ONLY
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,supplement_glcm_only,ridge,873,3.688889833455916,5.58001929216455,0.7983963344788088,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_huber,bio_age_texture,ridge,873,3.696072263395156,5.579851505218819,0.7789232531500573,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,bio_age_texture_metadata,ridge,873,3.71081066921805,5.484096795463126,0.7835051546391752,SUMMARY_ONLY
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,supplement_lbp_only,ridge,873,3.730567313414694,5.538341812205772,0.7812142038946163,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,supplement_lbp_only,ridge,873,3.732552139053764,5.735794348155094,0.7800687285223368,SUMMARY_ONLY
run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet,supplement_glcm_only,ridge,873,3.763326889288608,5.445100392116508,0.7983963344788088,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression,supplement_glcm_only,ridge,873,3.7994321306358207,5.432997747180139,0.7915234822451317,SUMMARY_ONLY
run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet,supplement_lbp_only,ridge,873,3.811967862087141,5.396459419317976,0.7731958762886598,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,bio_age_texture_metadata,ridge,873,3.861348889506953,5.442827628247915,0.7720504009163803,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,supplement_glcm_only,ridge,873,3.8616178183781913,5.606728668830668,0.7777777777777778,SUMMARY_ONLY
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,bio_age_texture_metadata,ridge,873,3.896093558797295,4.915305849373764,0.7605956471935853,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression,supplement_lbp_only,ridge,873,3.905442262440229,5.326987615375732,0.7777777777777778,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,supplement_glcm_only,ridge,873,3.925489833346776,5.765036130761663,0.7983963344788088,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,bio_age_full_image_upper_bound,ridge,873,3.92930569069778,5.539040796511078,0.7869415807560137,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_lbp_only,ridge,873,3.931620809396168,5.929272699576721,0.7835051546391752,SUMMARY_ONLY
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,bio_age_texture_metadata,ridge,873,3.932572058791342,4.929867383743977,0.7560137457044673,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,supplement_glcm_only,ridge,873,3.956512912241033,5.750743406964769,0.7949599083619702,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,supplement_lbp_only,ridge,873,3.9611657984943247,5.233741666186852,0.7479954180985109,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,supplement_glcm_only,ridge,873,3.979280212664872,5.215627252016304,0.7605956471935853,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,bio_age_texture,ridge,873,3.9827356891275394,5.212171775553637,0.7651775486827033,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,supplement_ei_texture_morphology,ridge,873,3.9848090667295177,5.48353742047934,0.7640320733104238,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,supplement_glcm_only,ridge,873,4.000432908084945,5.303743609669923,0.7651775486827033,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,supplement_lbp_only,ridge,873,4.007038553674353,5.683487410434085,0.7846506300114547,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,supplement_lbp_only,ridge,873,4.00932115894666,5.294855358808208,0.7468499427262314,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,bio_age_texture,ridge,873,4.016224827353466,5.287951690401402,0.7812142038946163,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,bio_age_ei_texture,ridge,873,4.021612341848836,5.17329512283234,0.7686139747995419,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,supplement_lbp_only,ridge,873,4.026527322046922,5.68072899715888,0.7835051546391752,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_glrlm_glszm_only,ridge,873,4.027322288915784,5.833571220057106,0.7846506300114547,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_whole_first_order,ridge,873,4.031048964339501,5.829844544633389,0.7697594501718213,SUMMARY_ONLY
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,bio_age_ei_texture,ridge,873,4.034104814962205,4.777294593208854,0.738831615120275,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,bio_age_ei_texture,ridge,873,4.038552031324779,5.265624486430089,0.7743413516609393,SUMMARY_ONLY
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,bio_age_texture,ridge,873,4.079157030836208,4.732242377334852,0.7479954180985109,SUMMARY_ONLY
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,bio_age_ei_texture,ridge,873,4.1285782118366186,4.7338612306987,0.7353951890034365,SUMMARY_ONLY
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,bio_age_texture,ridge,873,4.149253635130255,4.713185807405064,0.7479954180985109,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_ei_whole_first_order,ridge,873,4.149341576858108,5.711551932114782,0.7628865979381443,SUMMARY_ONLY
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,supplement_ei_texture_morphology,ridge,873,4.154054403324276,4.657345004846784,0.7331042382588774,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,bio_age_texture,ridge,873,4.188046548436808,5.502479415671631,0.7938144329896907,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_glcm_only,ridge,873,4.191567060853321,5.669326448119569,0.7754868270332188,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,bio_age_texture,ridge,873,4.195208609771379,5.512047709434423,0.7983963344788088,SUMMARY_ONLY
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,supplement_glcm_only,ridge,873,4.216380191980088,4.595019216190972,0.7308132875143184,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,supplement_glrlm_glszm_only,ridge,873,4.227790516101704,5.240555971107154,0.7674684994272624,SUMMARY_ONLY
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,bio_age_full_image_upper_bound,ridge,873,4.236861753792882,4.574537654378178,0.7422680412371134,SUMMARY_ONLY
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,supplement_ei_texture_morphology,ridge,873,4.251246248662883,4.611193193872436,0.7308132875143184,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,bio_age_ei_texture,ridge,873,4.254722451854963,5.435803512253475,0.7697594501718213,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,bio_age_ei_texture,ridge,873,4.271894742878471,5.435361576327331,0.7789232531500573,SUMMARY_ONLY
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,supplement_glcm_only,ridge,873,4.302311545487228,4.5601278970480905,0.7285223367697594,SUMMARY_ONLY
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,bio_age_full_image_upper_bound,ridge,873,4.321114414386229,4.54132502814909,0.7273768613974799,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,bio_age_ei_metadata,ridge,873,4.342176229419005,5.3483497346894335,0.7548682703321878,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,bio_age_ei_metadata,ridge,873,4.342200653981665,5.126145833227193,0.7296678121420389,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,bio_age_ei_metadata,ridge,873,4.345649909593603,5.361606409612199,0.7571592210767468,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,supplement_glrlm_glszm_only,ridge,873,4.355746485898056,5.334779478210383,0.7457044673539519,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,supplement_ei_texture_morphology,ridge,873,4.375641725263643,4.819265739417533,0.7422680412371134,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,supplement_glrlm_glszm_only,ridge,873,4.3782584314246815,5.328997887781121,0.7502863688430699,SUMMARY_ONLY
run_20260410_175535_ta_healthy_nested_cv_roi_only_masked_cached_ridge,bio_age_texture_metadata,ridge,873,4.384610327660165,5.953987190476528,0.7846506300114547,SUMMARY_ONLY
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,supplement_glrlm_glszm_only,ridge,873,4.406920116440962,4.861989009179504,0.7502863688430699,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,bio_age_texture,ridge,873,4.41444787028022,5.44644563869267,0.7789232531500573,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_ei_partition,ridge,873,4.429666087360381,5.431227421612508,0.7594501718213058,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,bio_age_ei_texture,ridge,873,4.43934943150895,5.421544077463939,0.7789232531500573,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,bio_age_full_image_upper_bound,ridge,873,4.44168988930174,5.248836074806698,0.7720504009163803,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,bio_age_full_image_upper_bound,ridge,873,4.445795693683568,5.2614606255222345,0.7743413516609393,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,supplement_ei_texture_morphology,ridge,873,4.4490846343694965,4.855091883385372,0.7399770904925544,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,supplement_glrlm_glszm_only,ridge,873,4.457896871740361,4.846279646014508,0.7457044673539519,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,bio_age_texture_metadata,ridge,873,4.484198015285536,5.935664584943559,0.8018327605956472,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,supplement_whole_first_order,ridge,873,4.490938513946218,5.199587450162221,0.738831615120275,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,supplement_whole_first_order,ridge,873,4.501078487869941,5.206177831335862,0.7525773195876289,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,supplement_whole_first_order,ridge,873,4.504209248842135,4.964137238366724,0.7457044673539519,SUMMARY_ONLY
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,supplement_lbp_only,ridge,873,4.508271049708455,4.3031283584626046,0.7056128293241696,SUMMARY_ONLY
run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet,supplement_glrlm_glszm_only,ridge,873,4.527007590657093,4.681419690748023,0.7331042382588774,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,bio_age_texture_metadata,ridge,873,4.528852858308587,5.332040650664302,0.7709049255441008,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,supplement_ei_texture_morphology,ridge,873,4.537117624488496,5.153408339619943,0.7548682703321878,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,bio_age_ei,ridge,873,4.549043769821622,5.870818830407473,0.7766323024054983,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,supplement_ei_texture_morphology,ridge,873,4.549159965197171,5.158096354008632,0.7548682703321878,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,supplement_glrlm_glszm_only,ridge,873,4.560544766994997,4.634362697686179,0.7250859106529209,SUMMARY_ONLY
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,supplement_lbp_only,ridge,873,4.5606589181875385,4.30178052434778,0.695303550973654,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,bio_age_full_image_upper_bound,ridge,873,4.597865572125317,4.5970418925558585,0.7170675830469645,SUMMARY_ONLY
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,bio_age_ei_metadata,ridge,873,4.635550148424904,4.633358977195562,0.7296678121420389,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression,supplement_glrlm_glszm_only,ridge,873,4.6442288838752335,4.588200993940727,0.7342497136311569,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,supplement_ei_whole_first_order,ridge,873,4.652525722053798,4.65165079570107,0.7262313860252004,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,bio_age_ei,ridge,873,4.654955967259651,5.205937541713238,0.7170675830469645,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_huber,supplement_glcm_only,ridge,873,4.6577253867317285,4.618198381882246,0.736540664375716,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,supplement_ei_morphology,ridge,873,4.666595345684554,4.637581172070314,0.7124856815578465,SUMMARY_ONLY
run_20260401_173843_ta_healthy_nested_cv_elasticnet,supplement_ei_whole_first_order,ridge,873,4.673768528171095,5.016757435937343,0.7273768613974799,SUMMARY_ONLY
run_20260401_173642_ta_healthy_nested_cv_ridge,supplement_ei_whole_first_order,ridge,873,4.681112278802187,5.026144040403615,0.7296678121420389,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,bio_age_ei_metadata,ridge,873,4.693525516690381,4.501381947990795,0.7056128293241696,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression,bio_age_ei_metadata,ridge,873,4.713779814343155,4.518650063472805,0.718213058419244,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_partition_texture,ridge,873,4.716821641064165,5.144071867908725,0.7376861397479955,SUMMARY_ONLY
run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet,bio_age_ei_metadata,ridge,873,4.735753760678087,4.47267352072703,0.7239404352806414,SUMMARY_ONLY
run_20260402_151438_ta_healthy_nested_cv_elasticnet,supplement_ei_whole_first_order,ridge,873,4.7395750695530605,4.728771417655798,0.7250859106529209,SUMMARY_ONLY
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,supplement_ei_morphology,ridge,873,4.744409649545397,4.524499476075069,0.713631156930126,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,supplement_whole_first_order,ridge,873,4.745810560136199,4.558365957618669,0.7262313860252004,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,bio_age_ei_metadata,ridge,873,4.750962097811793,4.553214419943076,0.7079037800687286,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,bio_age_ei_metadata,ridge,873,4.754448281930619,5.10644522704227,0.7331042382588774,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,supplement_ei_partition,ridge,873,4.756958591694168,4.5472179260607,0.7239404352806414,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,bio_age_ei,ridge,873,4.761223464710596,5.099670044262293,0.7124856815578465,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,bio_age_ei,ridge,873,4.76573265449025,5.654129945738845,0.7743413516609393,SUMMARY_ONLY
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,bio_age_full_image_upper_bound,ridge,873,4.768739040176561,4.535437477578308,0.718213058419244,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,supplement_ei_partition,ridge,873,4.769280078427793,5.650582521801302,0.7709049255441008,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,supplement_glrlm_glszm_only,ridge,873,4.772476358563184,5.647386241665911,0.7800687285223368,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,supplement_ei_morphology,ridge,873,4.773971657242405,4.420935807438771,0.6987399770904925,SUMMARY_ONLY
run_20260410_175535_ta_healthy_nested_cv_roi_only_masked_cached_ridge,bio_age_ei,ridge,873,4.781491579184544,5.557105938952149,0.7514318442153494,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_ei_morphology,ridge,873,4.782448655449762,5.078444853523128,0.7457044673539519,SUMMARY_ONLY
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,supplement_ei_whole_first_order,ridge,873,4.804016489654598,4.464892635965868,0.7193585337915235,SUMMARY_ONLY
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,supplement_glrlm_glszm_only,ridge,873,4.808745263367495,4.002654144803564,0.7010309278350515,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,supplement_ei_whole_first_order,ridge,873,4.822710966497542,4.372196498183634,0.7044673539518901,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,supplement_whole_first_order,ridge,873,4.840816110282456,4.35409135439872,0.709049255441008,SUMMARY_ONLY
run_20260410_175535_ta_healthy_nested_cv_roi_only_masked_cached_ridge,bio_age_ei_texture,ridge,873,4.846790892259745,5.491806625876948,0.7583046964490263,SUMMARY_ONLY
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,supplement_glrlm_glszm_only,ridge,873,4.870093872557866,3.992345569977453,0.702176403207331,SUMMARY_ONLY
run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet,supplement_ei_morphology,ridge,873,4.874503711235161,4.333923570169955,0.7056128293241696,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,supplement_ei_whole_first_order,ridge,873,4.901574469029596,5.518288131199499,0.7605956471935853,SUMMARY_ONLY
run_20260410_175535_ta_healthy_nested_cv_roi_only_masked_cached_ridge,supplement_glrlm_glszm_only,ridge,873,4.908679690910872,5.429917827225821,0.7686139747995419,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression,supplement_ei_whole_first_order,ridge,873,4.910488386965782,4.321941490850178,0.722794959908362,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,supplement_lbp_only,ridge,873,4.913078811503624,5.506783788725471,0.7571592210767468,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,bio_age_ei_texture,ridge,873,4.915654742637893,5.504207857591202,0.7731958762886598,SUMMARY_ONLY
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,supplement_ei_partition,ridge,873,4.919137628333373,4.275769836347803,0.7033218785796106,SUMMARY_ONLY
run_20260410_175535_ta_healthy_nested_cv_roi_only_masked_cached_ridge,supplement_ei_partition,ridge,873,4.926988782954131,5.411608735182562,0.7686139747995419,SUMMARY_ONLY
run_20260401_175400_ta_healthy_nested_cv_random_forest,supplement_partition_depth,ridge,873,4.935427976243702,4.925465532729188,0.7296678121420389,SUMMARY_ONLY
run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet,supplement_ei_whole_first_order,ridge,873,4.938148166806188,4.270279114598929,0.7124856815578465,SUMMARY_ONLY
run_20260410_175535_ta_healthy_nested_cv_roi_only_masked_cached_ridge,bio_age_texture,ridge,873,4.93912075042776,5.399476767708933,0.7514318442153494,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression,supplement_ei_morphology,ridge,873,4.945133438267987,4.287296439547974,0.709049255441008,SUMMARY_ONLY
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_huber,supplement_lbp_only,ridge,873,4.959652462395963,4.316271306218012,0.697594501718213,SUMMARY_ONLY
run_20260410_173622_ta_healthy_nested_cv_roi_only_masked_elasticnet,bio_age_texture,ridge,873,4.997224042538801,5.422638557690294,0.7709049255441008,SUMMARY_ONLY
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,supplement_whole_first_order,ridge,873,4.999768543895431,4.2691405817250345,0.702176403207331,SUMMARY_ONLY
