ml_run,pred_file,feature_set,bio_age_model,bio_age_file,n_features,n_samples,n_subjects,sample_ml_true_mae,subject_ml_true_mae,ml_sample_mae,ml_subject_mae,bio_age_sample_mae,bio_age_subject_mae,sample_gap_mae,subject_gap_mae,sample_gain,subject_gain,sample_closer_to_bio_rate,subject_closer_to_bio_rate,sample_within_2_rate,sample_within_5_rate,sample_within_8_rate,subject_within_2_rate,subject_within_5_rate,subject_within_8_rate,sample_tie_rate,subject_tie_rate,sample_gap_median,subject_gap_median,sample_gap_p90,subject_gap_p90,pred_bio_corr_sample,bio_age_vs_true_corr_sample
run_20260401_173642_ta_healthy_nested_cv_ridge,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260401_173642_ta_healthy_nested_cv_ridge/predictions_readable.csv,bio_age_texture_metadata,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture_metadata/results.csv,148,2638,873,9.887010993176649,9.707256319205802,9.887010993176649,9.707256319205802,9.571149365033506,9.337577878116555,4.279369825272767,3.586498966222843,5.607641167903881,6.1207573529829595,0.78013646702047,0.8247422680412371,0.32221379833206976,0.6777862016679302,0.8809704321455648,0.35853379152348225,0.7640320733104238,0.9324169530355098,0.0,0.0,3.315278754204222,2.890602331101377,8.428721112098867,7.032615588148703,0.7127041074381771,0.564119425230273
run_20260402_151438_ta_healthy_nested_cv_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260402_151438_ta_healthy_nested_cv_elasticnet/predictions_readable.csv,bio_age_texture,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture/results.csv,144,2638,873,9.66296739954511,9.468346487208859,9.66296739954511,9.468346487208859,9.679088358837438,9.429718691811528,4.12717794889896,3.6078347558029527,5.53578945064615,5.860511731405905,0.7717968157695224,0.7995418098510882,0.3263836239575436,0.7001516300227445,0.8931008339651251,0.3699885452462772,0.7583046964490263,0.9221076746849943,0.0,0.0,3.1667433082612497,2.740924477705775,8.198597204383193,7.164488148717374,0.7073771560340036,0.5430262251815063
run_20260402_151438_ta_healthy_nested_cv_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260402_151438_ta_healthy_nested_cv_elasticnet/predictions_readable.csv,bio_age_ei_texture,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_ei_texture/results.csv,168,2638,873,9.66296739954511,9.468346487208859,9.66296739954511,9.468346487208859,9.649751243189044,9.433442682820763,4.138033652926617,3.6857745373378004,5.524933746618493,5.782571949871058,0.7763457164518575,0.7869415807560137,0.32562547384382107,0.7073540561031084,0.8946171341925702,0.36082474226804123,0.7583046964490263,0.9289805269186713,0.0,0.0,3.166132874693325,2.8418205892121478,8.124025476491713,7.449547098104861,0.7163148142393508,0.5444348627535552
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge/predictions_readable.csv,supplement_glcm_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_glcm_only/results.csv,96,2638,873,9.443094010614102,9.268909125620466,9.443094010614102,9.268909125620466,9.701823724095133,9.458004173312442,4.213866399411833,3.688889833455916,5.229227611202269,5.58001929216455,0.765352539802881,0.7983963344788088,0.33472327520849127,0.7024260803639121,0.8976497346474602,0.3757159221076747,0.7731958762886598,0.9347079037800687,0.0,0.0,3.1092764285894887,2.819936925261068,8.099167147382031,6.923987953882666,0.5827512899257479,0.6440764687334456
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_huber,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_huber/predictions_readable.csv,bio_age_texture,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture/results.csv,144,2638,873,9.572303260045489,9.275923768613975,9.572303260045489,9.275923768613975,9.67908835883744,9.429718691811528,4.177271073665104,3.696072263395156,5.3950321863803845,5.579851505218819,0.7532221379833207,0.7789232531500573,0.33434420015163,0.7065959059893859,0.8931008339651251,0.3757159221076747,0.7812142038946163,0.9255441008018328,0.0,0.0,3.2205064596740343,2.8517295951489743,8.137814782197195,7.321649496724304,0.7350207147109147,0.5430262251815065
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost/predictions_readable.csv,bio_age_texture_metadata,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture_metadata/results.csv,148,2638,873,9.494605382865808,9.194907464681176,9.494605382865808,9.194907464681176,9.571149365033508,9.337577878116555,4.435603964861835,3.7108106692180507,5.059001418003973,5.484096795463126,0.7399545109931767,0.7835051546391752,0.3025018953752843,0.6542835481425322,0.8673237300985596,0.3665521191294387,0.7376861397479955,0.9221076746849943,0.0,0.0,3.559874539528071,2.934868461187911,8.869970694372523,7.478098140112451,0.729978668542489,0.5641194252302729
run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_003506_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_ridge/predictions_readable.csv,supplement_lbp_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_lbp_only/results.csv,20,2638,873,9.443094010614102,9.268909125620466,9.443094010614102,9.268909125620466,10.034505429363996,9.904883247907657,4.138747645496432,3.730567313414694,5.30434636511767,5.538341812205772,0.7634571645185747,0.7812142038946163,0.3206974981046247,0.6990144048521607,0.8999241849886277,0.35624284077892326,0.7479954180985109,0.9266895761741123,0.0,0.0,3.285235636424666,2.905452021629813,8.002586583964096,7.260157834136247,0.7229022795107081,0.630511061619796
run_20260402_151438_ta_healthy_nested_cv_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260402_151438_ta_healthy_nested_cv_elasticnet/predictions_readable.csv,supplement_lbp_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_lbp_only/results.csv,20,2638,873,9.66296739954511,9.468346487208859,9.66296739954511,9.468346487208859,10.034505429363996,9.904883247907657,4.1539486190595305,3.7325521390537637,5.5090187804855795,5.735794348155094,0.7615617892342684,0.7800687285223368,0.3127369219105383,0.6713419257012888,0.8824867323730099,0.35051546391752575,0.722794959908362,0.9152348224513173,0.0,0.0,3.332297847055276,3.001632008407448,8.417042808829251,7.615882300893962,0.8480707200946864,0.630511061619796
run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet/predictions_readable.csv,supplement_glcm_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_glcm_only/results.csv,96,2638,873,9.398533737680062,9.208427281405116,9.398533737680062,9.208427281405116,9.701823724095133,9.458004173312442,4.319324767897684,3.763326889288608,5.0792089697823775,5.445100392116508,0.7554965883244883,0.7983963344788088,0.32107657316148597,0.6925701288855194,0.890068233510235,0.38602520045819017,0.7479954180985109,0.9301260022909508,0.0,0.0,3.211864197993517,2.764270258594401,8.212167859320807,7.161534450620771,0.5798235264602816,0.6440764687334455
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression/predictions_readable.csv,supplement_glcm_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_glcm_only/results.csv,96,2638,873,9.444463229719483,9.23242987781596,9.444463229719483,9.23242987781596,9.701823724095133,9.458004173312442,4.397044532609772,3.7994321306358207,5.047418697109712,5.432997747180139,0.755117513267627,0.7915234822451317,0.30932524639878695,0.6781652767247915,0.8809704321455648,0.3619702176403207,0.7502863688430699,0.9140893470790378,0.0,0.0,3.3586303954169594,2.8790309516642836,8.46369903313637,7.2985122461969905,0.6228608439765467,0.6440764687334456
run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260410_175641_ta_healthy_nested_cv_fusion_whole_roi_masked_cached_elasticnet/predictions_readable.csv,supplement_lbp_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_lbp_only/results.csv,20,2638,873,9.398533737680062,9.208427281405116,9.398533737680062,9.208427281405116,10.034505429363996,9.904883247907657,4.236852287389659,3.8119678620871404,5.161681450290403,5.396459419317976,0.7471569370735406,0.7731958762886598,0.30742987111448067,0.6933282789992419,0.8877937831690674,0.3539518900343643,0.736540664375716,0.9243986254295533,0.0,0.0,3.3475227807004373,2.8782195442636294,8.305525968792784,7.384544823858961,0.7605647458226652,0.6305110616197961
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr/predictions_readable.csv,bio_age_full_image_upper_bound,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_full_image_upper_bound/results.csv,185,2638,873,9.05760879454132,8.81139940817106,9.05760879454132,8.81139940817106,9.293118442437844,9.047788253496131,4.321706991733217,3.847072949226434,4.735901802808103,4.964326458944625,0.7354056103108415,0.7571592210767468,0.3055344958301744,0.6842304776345717,0.8688400303260045,0.3424971363115693,0.736540664375716,0.9095074455899198,0.0,0.0,3.4338065656988466,2.9940378088005133,8.756220594757021,7.789047767219251,0.8231747057299408,0.6406074217364047
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting/predictions_readable.csv,bio_age_texture_metadata,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture_metadata/results.csv,148,2638,873,9.573804776345716,9.304176517754868,9.573804776345716,9.304176517754868,9.571149365033508,9.337577878116555,4.610317375137359,3.861348889506953,4.963487401208357,5.442827628247915,0.7380591357088704,0.7720504009163803,0.2816527672479151,0.6379833206974981,0.8529188779378317,0.36082474226804123,0.7216494845360825,0.8980526918671249,0.0,0.0,3.635739411312745,3.0813952608497104,9.244216118593533,8.09354461461428,0.7152304481647297,0.564119425230273
run_20260402_151438_ta_healthy_nested_cv_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260402_151438_ta_healthy_nested_cv_elasticnet/predictions_readable.csv,supplement_glcm_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_glcm_only/results.csv,96,2638,873,9.66296739954511,9.468346487208859,9.66296739954511,9.468346487208859,9.701823724095133,9.458004173312442,4.413343193630575,3.8616178183781913,5.249624205914535,5.606728668830668,0.7573919636087946,0.7777777777777778,0.29567854435178165,0.6603487490523123,0.8574677786201668,0.3516609392898053,0.7193585337915235,0.8923253150057274,0.0,0.0,3.4604051410022265,3.0843748081351237,9.027544489745388,8.120197836516825,0.8505255390254667,0.6440764687334455
run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_005901_ta_healthy_nested_cv_fusion_whole_roi_benchmark_svr/predictions_readable.csv,bio_age_texture_metadata,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture_metadata/results.csv,148,2638,873,9.05760879454132,8.81139940817106,9.05760879454132,8.81139940817106,9.571149365033508,9.337577878116555,4.402144412368323,3.8960935587972947,4.655464382172997,4.915305849373764,0.7247915087187263,0.7605956471935853,0.3078089461713419,0.6630022744503412,0.8692191053828658,0.32760595647193586,0.722794959908362,0.9072164948453608,0.0,0.0,3.5338952744271204,3.1002056749983,8.828343600611195,7.835744553598366,0.7437515765185863,0.564119425230273
run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_005829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_pls_regression/predictions_readable.csv,supplement_lbp_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_lbp_only/results.csv,20,2638,873,9.444463229719483,9.23242987781596,9.444463229719483,9.23242987781596,10.034505429363994,9.904883247907657,4.382307163337802,3.9054422624402285,5.062156066381681,5.326987615375732,0.7422289613343442,0.7777777777777778,0.2960576194086429,0.6660348749052313,0.8771796815769523,0.32875143184421535,0.7193585337915235,0.9060710194730813,0.0,0.0,3.5279962843083688,3.131682836519545,8.655157030555221,7.867636229160114,0.8290662147029829,0.6305110616197962
run_20260401_173843_ta_healthy_nested_cv_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260401_173843_ta_healthy_nested_cv_elasticnet/predictions_readable.csv,bio_age_full_image_upper_bound,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_full_image_upper_bound/results.csv,185,2638,873,9.875321076573162,9.690525964108438,9.875321076573162,9.690525964108438,9.293118442437844,9.047788253496131,4.596643440227675,3.91056030362305,5.278677636345487,5.779965660485388,0.7630780894617134,0.7892325315005727,0.30022744503411675,0.6387414708112206,0.846095526914329,0.3402061855670103,0.7124856815578465,0.9037800687285223,0.0,0.0,3.641286940736091,3.1576548356340126,9.295744976638789,7.749234912293289,0.7997363568845166,0.6406074217364048
run_20260401_173642_ta_healthy_nested_cv_ridge,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260401_173642_ta_healthy_nested_cv_ridge/predictions_readable.csv,bio_age_full_image_upper_bound,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_full_image_upper_bound/results.csv,185,2638,873,9.887010993176649,9.707256319205802,9.887010993176649,9.707256319205802,9.293118442437844,9.047788253496131,4.624169459473649,3.9165229081917023,5.262841533703,5.7907334110141,0.7608036391205458,0.7915234822451317,0.30136467020470054,0.6353297952994693,0.846095526914329,0.33104238258877433,0.7147766323024055,0.9026345933562429,0.0,0.0,3.665926600335606,3.100914093413081,9.340073734803736,7.77380803216222,0.7985668436880785,0.6406074217364048
run_20260401_173843_ta_healthy_nested_cv_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260401_173843_ta_healthy_nested_cv_elasticnet/predictions_readable.csv,supplement_glcm_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_glcm_only/results.csv,96,2638,873,9.875321076573162,9.690525964108438,9.875321076573162,9.690525964108438,9.701823724095131,9.458004173312442,4.530376521796347,3.9254898333467754,5.344944554776815,5.765036130761663,0.765352539802881,0.7983963344788088,0.2907505686125853,0.6467020470053071,0.8426838514025777,0.33791523482245134,0.702176403207331,0.8934707903780069,0.0,0.0,3.5666845524585753,3.195695779923504,9.410173754857391,8.173994327064332,0.8437385777004528,0.6440764687334457
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr/predictions_readable.csv,bio_age_full_image_upper_bound,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_full_image_upper_bound/results.csv,185,2638,873,9.095979150871873,8.862439442535319,9.095979150871873,8.862439442535319,9.293118442437843,9.047788253496131,4.40549974389382,3.926960954011751,4.690479406978053,4.935478488523568,0.7293404094010614,0.7605956471935853,0.2998483699772555,0.6675511751326763,0.865049279757392,0.33791523482245134,0.718213058419244,0.9026345933562429,0.0,0.0,3.493350378048678,3.0908504405375155,8.913099673886581,7.977258660781988,0.819720684041934,0.6406074217364046
run_20260401_175400_ta_healthy_nested_cv_random_forest,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260401_175400_ta_healthy_nested_cv_random_forest/predictions_readable.csv,supplement_lbp_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_lbp_only/results.csv,20,2638,873,10.000055344958302,9.86089350897289,10.000055344958302,9.86089350897289,10.034505429363996,9.904883247907657,4.484249665646963,3.931620809396168,5.515805679311339,5.929272699576721,0.7619408642911296,0.7835051546391752,0.2907505686125853,0.6330553449583017,0.8483699772554966,0.32646048109965636,0.7067583046964491,0.9014891179839634,0.0,0.0,3.6955895093905085,3.189158722353703,9.206845406671246,7.9588827904435755,0.8291542224293738,0.6305110616197961
run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_142335_ta_healthy_nested_cv_fusion_whole_roi_rfe_svr_svr/predictions_readable.csv,bio_age_texture_metadata,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture_metadata/results.csv,148,2638,873,9.095979150871873,8.862439442535319,9.095979150871873,8.862439442535319,9.571149365033508,9.337577878116555,4.439419439941807,3.932572058791342,4.656559710930066,4.929867383743977,0.7274450341167551,0.7560137457044673,0.30818802122820316,0.6569370735405611,0.8616376042456406,0.3333333333333333,0.7262313860252004,0.8980526918671249,0.0,0.0,3.4904847845732387,3.110152331132319,9.00806248862478,8.115777755444462,0.7419223131449372,0.564119425230273
run_20260401_173642_ta_healthy_nested_cv_ridge,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260401_173642_ta_healthy_nested_cv_ridge/predictions_readable.csv,supplement_glcm_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_glcm_only/results.csv,96,2638,873,9.887010993176649,9.707256319205802,9.887010993176649,9.707256319205802,9.701823724095133,9.458004173312442,4.564913665521755,3.9565129122410325,5.322097327654894,5.750743406964769,0.7623199393479909,0.7949599083619702,0.28582259287338896,0.6387414708112206,0.8381349507202426,0.3344788087056128,0.6941580756013745,0.8854524627720504,0.0,0.0,3.6334108630000266,3.249735207027463,9.486415943762198,8.307720259145093,0.8422414426031826,0.6440764687334456
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost/predictions_readable.csv,supplement_lbp_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_lbp_only/results.csv,20,2638,873,9.494605382865808,9.194907464681176,9.494605382865808,9.194907464681176,10.034505429363996,9.904883247907657,4.541297567786758,3.9611657984943247,4.95330781507905,5.233741666186852,0.7376800606520091,0.7479954180985109,0.29567854435178165,0.6315390447308568,0.8339651250947687,0.32989690721649484,0.7147766323024055,0.8934707903780069,0.0,0.0,3.677577793106259,3.3198858277246686,9.603427333489996,8.06490474356324,0.841692954627979,0.630511061619796
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost/predictions_readable.csv,bio_age_full_image_upper_bound,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_full_image_upper_bound/results.csv,185,2638,873,9.494605382865808,9.194907464681176,9.494605382865808,9.194907464681176,9.293118442437843,9.047788253496131,4.604470683908221,3.9708989984553162,4.890134698957588,5.224008466225859,0.7376800606520091,0.7720504009163803,0.2789992418498863,0.6357088703563305,0.8426838514025777,0.3172966781214204,0.7056128293241696,0.9049255441008018,0.0,0.0,3.7475045999549437,3.304295642701959,9.416087496128423,7.832628663746356,0.8112030525534951,0.6406074217364048
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost/predictions_readable.csv,supplement_glcm_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_glcm_only/results.csv,96,2638,873,9.494605382865808,9.194907464681176,9.494605382865808,9.194907464681176,9.701823724095133,9.458004173312442,4.6992557599296125,3.9792802126648716,4.795349622936196,5.215627252016304,0.7399545109931767,0.7605956471935853,0.2824109173616376,0.621683093252464,0.83131159969674,0.32989690721649484,0.6884306987399771,0.8969072164948454,0.0,0.0,3.840618208079537,3.168631152718831,9.541254010635694,8.26748538704251,0.8313240636272463,0.6440764687334456
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost/predictions_readable.csv,bio_age_texture,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture/results.csv,144,2638,873,9.494605382865808,9.194907464681176,9.494605382865808,9.194907464681176,9.67908835883744,9.429718691811528,4.6605552024796575,3.9827356891275394,4.834050180386151,5.212171775553637,0.7350265352539803,0.7651775486827033,0.28923426838514027,0.6383623957543594,0.8415466262319939,0.3436426116838488,0.7101947308132875,0.9049255441008018,0.0,0.0,3.6965181617102054,3.1842856324703916,9.416685225010065,7.873278958376489,0.7049410216437502,0.5430262251815065
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting/predictions_readable.csv,supplement_glcm_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_glcm_only/results.csv,96,2638,873,9.573804776345716,9.304176517754868,9.573804776345716,9.304176517754868,9.701823724095133,9.458004173312442,4.753372042279023,4.000432908084945,4.820432734066693,5.303743609669923,0.7365428354814253,0.7651775486827033,0.2634571645185747,0.6186504927975739,0.8366186504927976,0.3161512027491409,0.7010309278350515,0.8911798396334479,0.0,0.0,3.8904680731086323,3.278103410270532,9.727378570379507,8.213290580191888,0.8305218140704105,0.6440764687334457
run_20260401_173843_ta_healthy_nested_cv_elasticnet,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260401_173843_ta_healthy_nested_cv_elasticnet/predictions_readable.csv,supplement_lbp_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_lbp_only/results.csv,20,2638,873,9.875321076573162,9.690525964108438,9.875321076573162,9.690525964108438,10.034505429363996,9.904883247907657,4.583636726606786,4.007038553674353,5.291684349966376,5.683487410434085,0.7524639878695982,0.7846506300114547,0.2733131159969674,0.6262319939347991,0.8487490523123579,0.30011454753722794,0.697594501718213,0.9003436426116839,0.0,0.0,3.8469835482058556,3.3913805170881943,9.148007348616467,7.986762287283418,0.821078088011737,0.6305110616197962
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting/predictions_readable.csv,supplement_lbp_only,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/supplement_lbp_only/results.csv,20,2638,873,9.573804776345716,9.304176517754868,9.573804776345716,9.304176517754868,10.034505429363996,9.904883247907657,4.613205199989128,4.00932115894666,4.9605995763565875,5.294855358808208,0.7380591357088704,0.7468499427262314,0.28430629264594387,0.6262319939347991,0.8404094010614102,0.33104238258877433,0.6872852233676976,0.8923253150057274,0.0,0.0,3.7885722980201564,3.2500789121355353,9.452712290736212,8.353614753586418,0.8335831134719787,0.6305110616197961
run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_010829_ta_healthy_nested_cv_fusion_whole_roi_benchmark_compact_hist_gradient_boosting/predictions_readable.csv,bio_age_texture,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_texture/results.csv,144,2638,873,9.573804776345716,9.304176517754868,9.573804776345716,9.304176517754868,9.67908835883744,9.429718691811528,4.746482706521563,4.016224827353466,4.827322069824152,5.287951690401402,0.7410917361637605,0.7812142038946163,0.27748294162244125,0.6239575435936315,0.8415466262319939,0.3413516609392898,0.699885452462772,0.8900343642611683,0.0,0.0,3.7574101199817598,3.1095421247794377,9.606247470132471,8.363950844180575,0.6940064438111491,0.5430262251815066
run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost,/home/szdx/LNX/usage_predict_feature_engineering/outputs/run_20260411_012913_ta_healthy_nested_cv_fusion_whole_roi_benchmark_xgboost/predictions_readable.csv,bio_age_ei_texture,ridge,/home/szdx/LNX/statusage/results/bio_age_feature_benchmark/run_20260422_real_bio_age_benchmark_quick/feature_sets/bio_age_ei_texture/results.csv,168,2638,873,9.494605382865808,9.194907464681176,9.494605382865808,9.194907464681176,9.649751243189044,9.433442682820763,4.622518041490106,4.021612341848836,4.872087341375702,5.17329512283234,0.7410917361637605,0.7686139747995419,0.2979529946929492,0.6360879454131918,0.8472327520849128,0.3241695303550974,0.7056128293241696,0.9060710194730813,0.0,0.0,3.7010481299818707,3.182643862137894,9.187564487672708,7.840760084977111,0.7111279782900439,0.5444348627535553
